0368,   0.32 ,   0.24 ,   0.21 
0369,   0.83 ,   0.66 ,   0.16 
0370,   0.52 ,   0.45 ,   0.41 
0371,   0.7  ,   0.53 ,   0.17 
0372,   0.4  ,   0.45 ,   0.27 
0373,   0.74 ,   0.17 ,   0.16 
0374,   0.74 ,   0.26 ,   0.21 
0375,   0.79 ,   0.61 ,   0.21 
0376,   0.51 ,   0.72 ,   0.24 
0377,   0.53 ,   0.37 ,   0.3  
0378,   0.28 ,   0.25 ,   0.2  
0379,   0.58 ,   0.75 ,   0.16 
0380,   0.53 ,   0.42 ,   0.29 
0381,   0.51 ,   0.51 ,   0.47 
0382,   0.45 ,   0.59 ,   0.36 
0383,   0.39 ,   0.6  ,   0.21 
0384,   0.58 ,   0.66 ,   0.2  
0385,   0.43 ,   0.67 ,   0.29 
0386,   0.73 ,   0.75 ,   0.2  
0387,   0.73 ,   0.61 ,   0.18 
0388,   0.76 ,   0.67 ,   0.16 
0389,   0.56 ,   0.57 ,   0.31 
0390,   0.76 ,   0.48 ,   0.16 
0391,   0.26 ,   0.79 ,   0.17 
0392,   0.46 ,   0.61 ,   0.17 
0393,   0.22 ,   0.51 ,   0.19 
0394,   0.32 ,   0.46 ,   0.2  
0395,   0.61 ,   0.28 ,   0.19 
0396,   0.59 ,   0.5  ,   0.21 
0397,   0.33 ,   0.57 ,   0.3  
0398,   0.55 ,   0.34 ,   0.32 
0399,   0.68 ,   0.27 ,   0.25 
0400,   0.76 ,   0.25 ,   0.21 
0401,   0.79 ,   0.46 ,   0.19 
0402,   0.33 ,   0.5  ,   0.32 
0403,   0.53 ,   0.68 ,   0.21 
0404,   0.34 ,   0.28 ,   0.18 
0405,   0.45 ,   0.65 ,   0.3  
0406,   0.62 ,   0.69 ,   0.24 
0407,   0.22 ,   0.66 ,   0.18 
0408,   0.52 ,   0.43 ,   0.17 
0409,   0.49 ,   0.5  ,   0.23 
0410,   0.37 ,   0.64 ,   0.24 
0411,   0.42 ,   0.65 ,   0.2  
0412,   0.61 ,   0.3  ,   0.15 
0413,   0.85 ,   0.66 ,   0.15 
0414,   0.4  ,   0.66 ,   0.19 
0415,   0.59 ,   0.57 ,   0.36 
0416,   0.48 ,   0.59 ,   0.28 
0417,   0.32 ,   0.74 ,   0.21 
0418,   0.49 ,   0.69 ,   0.27 
0419,   0.38 ,   0.43 ,   0.26 
0420,   0.65 ,   0.41 ,   0.33 
0421,   0.35 ,   0.49 ,   0.34 
0422,   0.61 ,   0.61 ,   0.27 
0423,   0.41 ,   0.68 ,   0.28 
0424,   0.42 ,   0.42 ,   0.38 
0425,   0.53 ,   0.37 ,   0.23 
0426,   0.35 ,   0.66 ,   0.17 
0427,   0.27 ,   0.65 ,   0.22 
0428,   0.47 ,   0.24 ,   0.19 
0429,   0.77 ,   0.76 ,   0.17 
0430,   0.26 ,   0.2  ,   0.16 
0431,   0.47 ,   0.43 ,   0.4  
0432,   0.28 ,   0.45 ,   0.19 
0433,   0.38 ,   0.19 ,   0.19 
0434,   0.38 ,   0.56 ,   0.27 
0435,   0.4  ,   0.77 ,   0.22 
0436,   0.42 ,   0.35 ,   0.21 
0437,   0.78 ,   0.22 ,   0.19 
0438,   0.32 ,   0.61 ,   0.19 
0439,   0.74 ,   0.21 ,   0.15 
0440,   0.78 ,   0.79 ,   0.18 
0441,   0.42 ,   0.68 ,   0.19 
0442,   0.74 ,   0.66 ,   0.16 
0443,   0.32 ,   0.74 ,   0.23 
0444,   0.79 ,   0.38 ,   0.2  
0445,   0.45 ,   0.54 ,   0.23 
0446,   0.32 ,   0.22 ,   0.2  
0447,   0.53 ,   0.35 ,   0.27 
0448,   0.45 ,   0.72 ,   0.21 
0449,   0.56 ,   0.19 ,   0.19 
0450,   0.78 ,   0.37 ,   0.17 
0451,   0.34 ,   0.69 ,   0.17 
0452,   0.5  ,   0.48 ,   0.43 
0453,   0.22 ,   0.18 ,   0.18 
0454,   0.43 ,   0.56 ,   0.38 
0455,   0.44 ,   0.5  ,   0.36 
0456,   0.69 ,   0.37 ,   0.31 
0457,   0.76 ,   0.45 ,   0.18 
0458,   0.43 ,   0.25 ,   0.23 
0459,   0.37 ,   0.72 ,   0.22 
0460,   0.63 ,   0.38 ,   0.19 
0461,   0.79 ,   0.57 ,   0.2  
0462,   0.38 ,   0.72 ,   0.22 
0463,   0.64 ,   0.7  ,   0.19 
0464,   0.53 ,   0.3  ,   0.2  
0465,   0.77 ,   0.39 ,   0.22 
0466,   0.74 ,   0.28 ,   0.19 
0467,   0.29 ,   0.51 ,   0.16 
0468,   0.8  ,   0.2  ,   0.18 
0469,   0.28 ,   0.79 ,   0.2  
0470,   0.21 ,   0.41 ,   0.15 
0471,   0.63 ,   0.47 ,   0.17 
0472,   0.5  ,   0.53 ,   0.16 
0473,   0.74 ,   0.36 ,   0.18 
0474,   0.41 ,   0.26 ,   0.17 
0475,   0.27 ,   0.31 ,   0.18 
0476,   0.8  ,   0.74 ,   0.19 
0477,   0.68 ,   0.55 ,   0.18 
0478,   0.77 ,   0.5  ,   0.2  
0479,   0.49 ,   0.74 ,   0.16 
0480,   0.71 ,   0.38 ,   0.17 
0481,   0.21 ,   0.62 ,   0.17 
0482,   0.71 ,   0.59 ,   0.22 
0483,   0.71 ,   0.19 ,   0.18 
0484,   0.23 ,   0.67 ,   0.15 
0485,   0.7  ,   0.74 ,   0.19 
0486,   0.69 ,   0.76 ,   0.16 
0487,   0.84 ,   0.57 ,   0.15 
0488,   0.29 ,   0.18 ,   0.17 
0489,   0.61 ,   0.78 ,   0.21 
0490,   0.38 ,   0.49 ,   0.33 
0491,   0.26 ,   0.37 ,   0.24 
0492,   0.62 ,   0.82 ,   0.16 
0493,   0.41 ,   0.53 ,   0.2  
0494,   0.45 ,   0.47 ,   0.17 
0495,   0.28 ,   0.79 ,   0.2  
0496,   0.25 ,   0.2  ,   0.18 
0497,   0.48 ,   0.57 ,   0.2  
0498,   0.52 ,   0.48 ,   0.16 
0499,   0.34 ,   0.34 ,   0.28 
0500,   0.81 ,   0.45 ,   0.18 
0501,   0.16 ,   0.49 ,   0.15 
0502,   0.29 ,   0.3  ,   0.27 
0503,   0.65 ,   0.69 ,   0.19 
0504,   0.42 ,   0.31 ,   0.17 
0505,   0.44 ,   0.33 ,   0.19 
0506,   0.61 ,   0.42 ,   0.25 
0507,   0.39 ,   0.33 ,   0.31 
0508,   0.81 ,   0.36 ,   0.15 
0509,   0.4  ,   0.43 ,   0.36 
0510,   0.36 ,   0.57 ,   0.33 
0511,   0.66 ,   0.56 ,   0.22 
0512,   0.3  ,   0.71 ,   0.29 
0513,   0.6  ,   0.31 ,   0.22 
0514,   0.62 ,   0.82 ,   0.16 
0515,   0.42 ,   0.44 ,   0.16 
0516,   0.75 ,   0.3  ,   0.18 
0517,   0.35 ,   0.41 ,   0.21 
0518,   0.61 ,   0.24 ,   0.2  
0519,   0.29 ,   0.74 ,   0.16 
0520,   0.52 ,   0.69 ,   0.15 
0521,   0.58 ,   0.45 ,   0.37 
0522,   0.3  ,   0.63 ,   0.26 
0523,   0.29 ,   0.21 ,   0.2  
0524,   0.21 ,   0.59 ,   0.16 
0525,   0.37 ,   0.58 ,   0.32 
0526,   0.21 ,   0.62 ,   0.17 
0527,   0.29 ,   0.2  ,   0.19 
0528,   0.41 ,   0.59 ,   0.16 
0529,   0.2  ,   0.29 ,   0.17 
0530,   0.24 ,   0.6  ,   0.19 
0531,   0.27 ,   0.45 ,   0.24 
0532,   0.56 ,   0.62 ,   0.21 
0533,   0.47 ,   0.38 ,   0.2  
0534,   0.5  ,   0.47 ,   0.3  
0535,   0.22 ,   0.56 ,   0.16 
0536,   0.53 ,   0.44 ,   0.41 
0537,   0.58 ,   0.4  ,   0.27 
0538,   0.24 ,   0.74 ,   0.15 
0539,   0.23 ,   0.5  ,   0.17 
0540,   0.2  ,   0.67 ,   0.19 
0541,   0.2  ,   0.44 ,   0.16 
0542,   0.39 ,   0.22 ,   0.2  
0543,   0.3  ,   0.28 ,   0.25 
0544,   0.5  ,   0.31 ,   0.24 
0545,   0.39 ,   0.38 ,   0.18 
0546,   0.61 ,   0.4  ,   0.35 
0547,   0.64 ,   0.33 ,   0.2  
0548,   0.76 ,   0.78 ,   0.15 
0549,   0.47 ,   0.36 ,   0.27 
0550,   0.56 ,   0.65 ,   0.26 
0551,   0.37 ,   0.66 ,   0.24 
0552,   0.43 ,   0.61 ,   0.35 
0553,   0.33 ,   0.42 ,   0.3  
0554,   0.83 ,   0.46 ,   0.16 
0555,   0.54 ,   0.63 ,   0.23 
0556,   0.21 ,   0.19 ,   0.19 
0557,   0.78 ,   0.54 ,   0.2  
0558,   0.5  ,   0.58 ,   0.34 
0559,   0.4  ,   0.21 ,   0.17 
0560,   0.44 ,   0.28 ,   0.26 
0561,   0.59 ,   0.67 ,   0.25 
0562,   0.42 ,   0.26 ,   0.23 
0563,   0.4  ,   0.34 ,   0.22 
0564,   0.41 ,   0.75 ,   0.17 
0565,   0.68 ,   0.64 ,   0.2  
0566,   0.3  ,   0.56 ,   0.27 
0567,   0.37 ,   0.64 ,   0.19 
0568,   0.59 ,   0.52 ,   0.25 
0569,   0.53 ,   0.48 ,   0.44 
0570,   0.61 ,   0.62 ,   0.3  
0571,   0.25 ,   0.28 ,   0.19 
0572,   0.61 ,   0.68 ,   0.25 
0573,   0.37 ,   0.36 ,   0.24 
0574,   0.72 ,   0.42 ,   0.26 
0575,   0.29 ,   0.75 ,   0.21 
0576,   0.53 ,   0.58 ,   0.38 
0577,   0.38 ,   0.25 ,   0.18 
0578,   0.22 ,   0.2  ,   0.16 
0579,   0.52 ,   0.42 ,   0.29 
0580,   0.36 ,   0.8  ,   0.18 
0581,   0.62 ,   0.64 ,   0.21 
0582,   0.25 ,   0.46 ,   0.16 
0583,   0.67 ,   0.52 ,   0.23 
0584,   0.75 ,   0.21 ,   0.18 
0585,   0.43 ,   0.32 ,   0.21 
0586,   0.66 ,   0.48 ,   0.18 
0587,   0.2  ,   0.38 ,   0.17 
0588,   0.41 ,   0.72 ,   0.25 
0589,   0.65 ,   0.46 ,   0.19 
0590,   0.52 ,   0.41 ,   0.29 
0591,   0.63 ,   0.26 ,   0.21 
0592,   0.42 ,   0.71 ,   0.17 
0593,   0.64 ,   0.45 ,   0.25 
0594,   0.2  ,   0.75 ,   0.18 
0595,   0.35 ,   0.47 ,   0.34 
0596,   0.29 ,   0.64 ,   0.27 
0597,   0.49 ,   0.35 ,   0.17 
0598,   0.36 ,   0.17 ,   0.17 
0599,   0.3  ,   0.56 ,   0.28 
0600,   0.55 ,   0.42 ,   0.41 
0601,   0.34 ,   0.46 ,   0.24 
0602,   0.45 ,   0.76 ,   0.21 
0603,   0.56 ,   0.55 ,   0.25 
0604,   0.58 ,   0.26 ,   0.25 
0605,   0.44 ,   0.27 ,   0.16 
0606,   0.45 ,   0.78 ,   0.19 
0607,   0.7  ,   0.51 ,   0.18 
